#query	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000001_01988	COG1092@1|root,COG1092@2|Bacteria,1TPUD@1239|Firmicutes,2480X@186801|Clostridia,25QYD@186804|Peptostreptococcaceae	186801|Clostridia	J	S-adenosylmethionine-dependent methyltransferase	rlmL_1	-	2.1.1.191	ko:K06969	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltrans_SAM
MGYG000000001_02487	COG2826@1|root,COG2826@2|Bacteria,1TRSF@1239|Firmicutes,248IJ@186801|Clostridia,36VMZ@31979|Clostridiaceae	186801|Clostridia	L	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_38,rve
MGYG000000001_00444	COG2826@1|root,COG2826@2|Bacteria,1TRSF@1239|Firmicutes,248IJ@186801|Clostridia,36VMZ@31979|Clostridiaceae	186801|Clostridia	L	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_38,rve
MGYG000000001_00438	COG2826@1|root,COG2826@2|Bacteria,1TRSF@1239|Firmicutes,248IJ@186801|Clostridia,36VMZ@31979|Clostridiaceae	186801|Clostridia	L	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_38,rve
MGYG000000001_00013	COG0733@1|root,COG0733@2|Bacteria,1TP6B@1239|Firmicutes,2485D@186801|Clostridia,36DFC@31979|Clostridiaceae	186801|Clostridia	S	Belongs to the sodium neurotransmitter symporter (SNF) (TC 2.A.22) family	-	-	-	ko:K03308	-	-	-	-	ko00000	2.A.22.4,2.A.22.5	-	-	SNF
MGYG000000001_00077	COG4134@1|root,COG4134@2|Bacteria,1TR3G@1239|Firmicutes,24A5K@186801|Clostridia,36E1C@31979|Clostridiaceae	186801|Clostridia	S	Bacterial extracellular solute-binding protein	-	-	-	ko:K02055	ko02024,map02024	M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	SBP_bac_1,SBP_bac_8
MGYG000000001_00109	COG2233@1|root,COG2233@2|Bacteria,1TNZZ@1239|Firmicutes,25CEM@186801|Clostridia,36DYC@31979|Clostridiaceae	186801|Clostridia	F	permease	-	-	-	ko:K03458	-	-	-	-	ko00000	2.A.40	-	-	Xan_ur_permease
MGYG000000001_00142	2AEWP@1|root,314UB@2|Bacteria,1UU7Z@1239|Firmicutes,255TW@186801|Clostridia,36T9V@31979|Clostridiaceae	186801|Clostridia	K	Helix-turn-helix XRE-family like proteins	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3
MGYG000000001_00174	COG3290@1|root,COG3290@2|Bacteria,1UZ9P@1239|Firmicutes,24MR7@186801|Clostridia,36IJT@31979|Clostridiaceae	186801|Clostridia	T	ATPase histidine kinase DNA gyrase B HSP90 domain protein	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c_5,SPOB_a
MGYG000000001_00206	2BDD8@1|root,32724@2|Bacteria,1USY0@1239|Firmicutes,2509G@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_00238	COG1420@1|root,COG1420@2|Bacteria,1TQP7@1239|Firmicutes,247K2@186801|Clostridia,25QX4@186804|Peptostreptococcaceae	186801|Clostridia	K	Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons	hrcA	-	-	ko:K03705	-	-	-	-	ko00000,ko03000	-	-	-	HTH_11,HTH_DeoR,HrcA,HrcA_DNA-bdg
MGYG000000001_00271	COG1760@1|root,COG1760@2|Bacteria,1U8TZ@1239|Firmicutes,24AEE@186801|Clostridia,25S17@186804|Peptostreptococcaceae	186801|Clostridia	E	Serine dehydratase beta chain	sdaAB	-	4.3.1.17	ko:K01752	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230	-	R00220,R00590	RC00331,RC02600	ko00000,ko00001,ko01000	-	-	-	ACT,SDH_beta
MGYG000000001_00303	COG1792@1|root,COG1792@2|Bacteria,1TR1V@1239|Firmicutes,249M3@186801|Clostridia,36EKP@31979|Clostridiaceae	186801|Clostridia	M	Involved in formation and maintenance of cell shape	mreC	-	-	ko:K03570	-	-	-	-	ko00000,ko03036	9.B.157.1	-	-	DivIC,MreC
MGYG000000001_00336	COG4154@1|root,COG4154@2|Bacteria,1V402@1239|Firmicutes,24FU7@186801|Clostridia,27MJH@186928|unclassified Lachnospiraceae	186801|Clostridia	G	RbsD / FucU transport protein family	fucU	-	5.1.3.29	ko:K02431	-	-	R10764	RC00563	ko00000,ko01000	-	-	-	RbsD_FucU
MGYG000000001_00400	2B51H@1|root,31XUS@2|Bacteria,1V6KA@1239|Firmicutes,24JQP@186801|Clostridia,25SWV@186804|Peptostreptococcaceae	186801|Clostridia	S	Sporulation protein YunB (Spo_YunB)	yunB	-	-	-	-	-	-	-	-	-	-	-	Spore_YunB
MGYG000000001_00432	COG0534@1|root,COG0534@2|Bacteria,1TP6V@1239|Firmicutes,248EF@186801|Clostridia,36E0R@31979|Clostridiaceae	186801|Clostridia	V	Na driven multidrug efflux pump	-	-	-	-	-	-	-	-	-	-	-	-	Cytidylate_kin2,HATPase_c_2,MatE
MGYG000000001_00497	COG1609@1|root,COG1609@2|Bacteria,1TQ7K@1239|Firmicutes,247M2@186801|Clostridia,36F5I@31979|Clostridiaceae	186801|Clostridia	K	Transcriptional regulator, LacI family	scrR	-	-	ko:K02529,ko:K03484	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_1,Peripla_BP_3,Peripla_BP_4
MGYG000000001_00561	COG4635@1|root,COG4635@2|Bacteria,1V6RV@1239|Firmicutes,24N9M@186801|Clostridia,25RV0@186804|Peptostreptococcaceae	186801|Clostridia	CH	Flavodoxin domain	-	-	-	-	-	-	-	-	-	-	-	-	Flavodoxin_5
MGYG000000001_00593	COG0610@1|root,COG0610@2|Bacteria,1TP7S@1239|Firmicutes,248A6@186801|Clostridia,36F2Y@31979|Clostridiaceae	186801|Clostridia	L	Subunit R is required for both nuclease and ATPase activities, but not for modification	hsdR	-	3.1.21.3	ko:K01153	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	EcoR124_C,HSDR_N,ResIII
MGYG000000001_00625	COG3723@1|root,COG3723@2|Bacteria,1UNDF@1239|Firmicutes,24CI5@186801|Clostridia,25TNS@186804|Peptostreptococcaceae	186801|Clostridia	L	RecT family	recT	-	-	ko:K07455	-	-	-	-	ko00000,ko03400	-	-	-	RecT
MGYG000000001_00722	2DR0U@1|root,339Q9@2|Bacteria,1VN9R@1239|Firmicutes,24VGB@186801|Clostridia,25RU2@186804|Peptostreptococcaceae	186801|Clostridia	S	Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter	atpZ	-	-	-	-	-	-	-	-	-	-	-	ATPase_gene1
MGYG000000001_00754	COG0477@1|root,COG2814@2|Bacteria,1V01H@1239|Firmicutes,24EXA@186801|Clostridia	186801|Clostridia	EGP	Major facilitator superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
MGYG000000001_00818	COG3833@1|root,COG3833@2|Bacteria,1TRB7@1239|Firmicutes,4HC5K@91061|Bacilli,4B09T@81852|Enterococcaceae	91061|Bacilli	U	Binding-protein-dependent transport system inner membrane component	malG	GO:0003674,GO:0003824,GO:0005215,GO:0005363,GO:0006810,GO:0008150,GO:0008643,GO:0015144,GO:0015154,GO:0015157,GO:0015399,GO:0015405,GO:0015422,GO:0015423,GO:0015766,GO:0015768,GO:0015772,GO:0015774,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0033036,GO:0033037,GO:0034219,GO:0042623,GO:0042626,GO:0042956,GO:0043211,GO:0043492,GO:0051179,GO:0051234,GO:0055085,GO:0071702	-	ko:K15772	ko02010,map02010	M00491	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.16,3.A.1.1.2	-	-	BPD_transp_1
MGYG000000001_00669	COG2715@1|root,COG2715@2|Bacteria,1V1E2@1239|Firmicutes,249G0@186801|Clostridia,25RBG@186804|Peptostreptococcaceae	186801|Clostridia	S	Nucleoside recognition	spmA	-	-	ko:K06373	-	-	-	-	ko00000	-	-	-	Gate
MGYG000000001_01067	COG0583@1|root,COG0583@2|Bacteria,1TP6T@1239|Firmicutes,25C6S@186801|Clostridia,36WQH@31979|Clostridiaceae	186801|Clostridia	K	Transcriptional regulator	cysL	-	-	ko:K21900	-	-	-	-	ko00000,ko03000	-	-	-	HTH_1,LysR_substrate
MGYG000000001_01192	COG4464@1|root,COG4464@2|Bacteria,1TQ1T@1239|Firmicutes,24JQU@186801|Clostridia,25QKM@186804|Peptostreptococcaceae	186801|Clostridia	GM	capsular polysaccharide biosynthesis protein	ywqE	-	3.1.3.48	ko:K01104	-	-	-	-	ko00000,ko01000	-	-	-	-
MGYG000000001_02511	COG1625@1|root,COG1625@2|Bacteria,1TSFU@1239|Firmicutes,247JK@186801|Clostridia,25SXA@186804|Peptostreptococcaceae	186801|Clostridia	C	Protein of unknown function (DUF512)	-	-	-	-	-	-	-	-	-	-	-	-	DUF512,PDZ,PDZ_2,Radical_SAM
MGYG000000001_02628	COG2340@1|root,COG2340@2|Bacteria,1TSUX@1239|Firmicutes,24HJ4@186801|Clostridia,36NFS@31979|Clostridiaceae	186801|Clostridia	J	CAP-associated N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	CAP,CAP_assoc_N,Cu_amine_oxidN1
MGYG000000001_00090	COG3829@1|root,COG3829@2|Bacteria,1TP0E@1239|Firmicutes,247MB@186801|Clostridia,25QR6@186804|Peptostreptococcaceae	186801|Clostridia	K	Sigma-54 interaction domain protein	ygeV	-	-	ko:K02688,ko:K06714	-	-	-	-	ko00000,ko03000	-	-	-	CBS,HTH_8,PAS,PAS_4,PAS_8,PAS_9,PrpR_N,Sigma54_activat,SpoVT_C
MGYG000000001_01612	COG2740@1|root,COG2740@2|Bacteria,1VEJS@1239|Firmicutes,24QSJ@186801|Clostridia,25RRU@186804|Peptostreptococcaceae	186801|Clostridia	K	Protein of unknown function (DUF448)	ylxR	-	-	ko:K07742	-	-	-	-	ko00000	-	-	-	DUF448
MGYG000000001_00268	2CG49@1|root,32Y3Y@2|Bacteria,1VPBS@1239|Firmicutes,24RGW@186801|Clostridia,36N5U@31979|Clostridiaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_00435	COG1120@1|root,COG1120@2|Bacteria,1TP2Q@1239|Firmicutes,2492Z@186801|Clostridia,36EEP@31979|Clostridiaceae	186801|Clostridia	HP	ABC transporter	-	-	3.6.3.34	ko:K02013	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.14	-	-	ABC_tran
MGYG000000001_02499	COG2267@1|root,COG2267@2|Bacteria,1UZ5S@1239|Firmicutes,25CEG@186801|Clostridia,36WUK@31979|Clostridiaceae	186801|Clostridia	I	Serine aminopeptidase, S33	-	-	-	-	-	-	-	-	-	-	-	-	CarboxypepD_reg,Hydrolase_4
MGYG000000001_02037	COG2887@1|root,COG2887@2|Bacteria,1V0G5@1239|Firmicutes,24E3P@186801|Clostridia,25RAC@186804|Peptostreptococcaceae	186801|Clostridia	L	PD-(D/E)XK nuclease superfamily	-	-	-	-	-	-	-	-	-	-	-	-	PDDEXK_1
MGYG000000001_00834	COG0332@1|root,COG0332@2|Bacteria,1TP0K@1239|Firmicutes,248V8@186801|Clostridia,25R9C@186804|Peptostreptococcaceae	186801|Clostridia	I	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids	fabH	-	2.3.1.180	ko:K00648	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00082,M00083	R10707	RC00004,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	ACP_syn_III,ACP_syn_III_C
MGYG000000001_00969	COG3118@1|root,COG3118@2|Bacteria,1UHX3@1239|Firmicutes,24JPM@186801|Clostridia,25RVE@186804|Peptostreptococcaceae	186801|Clostridia	O	Belongs to the thioredoxin family	trxA	-	-	ko:K03671	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	-	Thioredoxin
MGYG000000001_02006	COG0465@1|root,COG0465@2|Bacteria,1TPTV@1239|Firmicutes,247WQ@186801|Clostridia,36DIC@31979|Clostridiaceae	186801|Clostridia	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	ftsH	-	-	ko:K03798	-	M00742	-	-	ko00000,ko00002,ko01000,ko01002,ko03110	-	-	-	AAA,FtsH_ext,Peptidase_M41
MGYG000000001_01558	COG0326@1|root,COG0326@2|Bacteria,1TQEU@1239|Firmicutes,247ND@186801|Clostridia,25QGB@186804|Peptostreptococcaceae	186801|Clostridia	O	Hsp90 protein	htpG	-	-	ko:K04079	ko04141,ko04151,ko04217,ko04612,ko04621,ko04626,ko04657,ko04659,ko04914,ko04915,ko05200,ko05215,ko05418,map04141,map04151,map04217,map04612,map04621,map04626,map04657,map04659,map04914,map04915,map05200,map05215,map05418	-	-	-	ko00000,ko00001,ko01009,ko03029,ko03051,ko03110,ko04131,ko04147	-	-	-	HATPase_c,HATPase_c_3,HSP90
MGYG000000001_01157	COG4577@1|root,COG4577@2|Bacteria,1VEIA@1239|Firmicutes,4H4T7@909932|Negativicutes	909932|Negativicutes	CQ	Microcompartments protein	-	-	-	-	-	-	-	-	-	-	-	-	BMC
MGYG000000001_00943	COG1847@1|root,COG1847@2|Bacteria,1V3IN@1239|Firmicutes,249EA@186801|Clostridia,36F11@31979|Clostridiaceae	186801|Clostridia	S	R3H domain protein	jag	-	-	ko:K06346	-	-	-	-	ko00000	-	-	-	Jag_N,KH_4,R3H
MGYG000000001_00768	COG0436@1|root,COG0436@2|Bacteria,1TP0J@1239|Firmicutes,247NQ@186801|Clostridia,25SYX@186804|Peptostreptococcaceae	186801|Clostridia	E	Cys/Met metabolism PLP-dependent enzyme	-	-	2.6.1.1	ko:K00812	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230	-	R00355,R00694,R00734,R00896,R02433,R02619,R05052	RC00006	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
MGYG000000001_01782	COG0428@1|root,COG0428@2|Bacteria,1TP7J@1239|Firmicutes,247Q2@186801|Clostridia,36FEF@31979|Clostridiaceae	186801|Clostridia	P	Zinc transporter	zupT	-	-	ko:K07238	-	-	-	-	ko00000,ko02000	2.A.5.5	-	-	Zip
MGYG000000001_02428	2EW5V@1|root,33PIY@2|Bacteria,1VR31@1239|Firmicutes,25J9I@186801|Clostridia,25RKM@186804|Peptostreptococcaceae	186801|Clostridia	S	Stage III sporulation protein AF (Spore_III_AF)	spoiIIIAF	-	-	ko:K06395	-	-	-	-	ko00000	-	-	-	Spore_III_AF
MGYG000000001_01882	2DBN5@1|root,2ZA1Y@2|Bacteria,1UZYG@1239|Firmicutes,249F5@186801|Clostridia,26C11@186813|unclassified Clostridiales	186801|Clostridia	S	Domain of unknown function (DUF4179)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4179
MGYG000000001_00067	COG0726@1|root,COG0726@2|Bacteria,1TYRH@1239|Firmicutes,24GMY@186801|Clostridia,36G9H@31979|Clostridiaceae	186801|Clostridia	G	polysaccharide deacetylase	-	-	-	-	-	-	-	-	-	-	-	-	Cu_amine_oxidN1,Polysacc_deac_1,SLH
MGYG000000001_01912	COG1136@1|root,COG1136@2|Bacteria,1TPBJ@1239|Firmicutes,248EZ@186801|Clostridia,36DXW@31979|Clostridiaceae	186801|Clostridia	V	ABC transporter	-	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
MGYG000000001_02465	COG1301@1|root,COG1301@2|Bacteria,1TP4N@1239|Firmicutes,2494N@186801|Clostridia,36EQH@31979|Clostridiaceae	186801|Clostridia	C	Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family	-	-	-	-	-	-	-	-	-	-	-	-	SDF
MGYG000000001_02850	COG0671@1|root,COG0671@2|Bacteria,1V01Y@1239|Firmicutes,24DFI@186801|Clostridia,25QGY@186804|Peptostreptococcaceae	186801|Clostridia	I	PAP2 superfamily	-	-	3.6.1.27	ko:K19302	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	-	PAP2
MGYG000000001_01703	COG1307@1|root,COG1307@2|Bacteria,1UXBG@1239|Firmicutes,25KZA@186801|Clostridia,25SS0@186804|Peptostreptococcaceae	186801|Clostridia	S	Uncharacterised protein, DegV family COG1307	-	-	-	-	-	-	-	-	-	-	-	-	DegV
MGYG000000001_01639	COG0834@1|root,COG0834@2|Bacteria,1TQNR@1239|Firmicutes,249Y5@186801|Clostridia,25R8T@186804|Peptostreptococcaceae	186801|Clostridia	ET	ABC transporter substrate-binding protein	fliY1	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1,SBP_bac_3
MGYG000000001_01244	COG1266@1|root,COG1266@2|Bacteria,1W5K8@1239|Firmicutes,254KQ@186801|Clostridia,25U36@186804|Peptostreptococcaceae	186801|Clostridia	S	CAAX protease self-immunity	-	-	-	ko:K07052	-	-	-	-	ko00000	-	-	-	Abi
MGYG000000001_02283	COG0460@1|root,COG0460@2|Bacteria,1TQ2H@1239|Firmicutes,248MU@186801|Clostridia,25QNA@186804|Peptostreptococcaceae	186801|Clostridia	E	homoserine dehydrogenase	-	-	1.1.1.3	ko:K00003	ko00260,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00270,map00300,map01100,map01110,map01120,map01130,map01230	M00017,M00018	R01773,R01775	RC00087	ko00000,ko00001,ko00002,ko01000	-	-	-	Homoserine_dh,NAD_binding_3
MGYG000000001_02154	COG0631@1|root,COG0631@2|Bacteria,1V6K5@1239|Firmicutes,24JD4@186801|Clostridia,25R6H@186804|Peptostreptococcaceae	186801|Clostridia	T	phosphatase	stp	-	3.1.3.16	ko:K20074	-	-	-	-	ko00000,ko01000,ko01009	-	-	-	PP2C,PP2C_2,SpoIIE
MGYG000000001_00867	COG0350@1|root,COG0350@2|Bacteria,1VA03@1239|Firmicutes,24JAA@186801|Clostridia,25RTA@186804|Peptostreptococcaceae	186801|Clostridia	L	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated	ogt	-	2.1.1.63	ko:K00567	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DNA_binding_1,Methyltransf_1N
MGYG000000001_02530	2FJ7H@1|root,34AXK@2|Bacteria,1W16C@1239|Firmicutes,24T9R@186801|Clostridia,25U98@186804|Peptostreptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_00276	COG1879@1|root,COG1879@2|Bacteria,1TQW5@1239|Firmicutes,249PS@186801|Clostridia,36DIE@31979|Clostridiaceae	186801|Clostridia	G	ABC-type sugar transport system, periplasmic component	-	-	-	ko:K10540	ko02010,ko02030,map02010,map02030	M00214	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2.3	-	-	Peripla_BP_4
MGYG000000001_00321	COG0747@1|root,COG0747@2|Bacteria,1TQ6S@1239|Firmicutes,248A3@186801|Clostridia,36H43@31979|Clostridiaceae	186801|Clostridia	E	Bacterial extracellular solute-binding proteins, family 5 Middle	-	-	-	ko:K02035	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	SBP_bac_5
MGYG000000001_02768	COG3409@1|root,COG3409@2|Bacteria,1VGC4@1239|Firmicutes,24R4H@186801|Clostridia	186801|Clostridia	M	Flagellar rod assembly protein muramidase FlgJ	-	-	-	-	-	-	-	-	-	-	-	-	Big_2,CW_binding_1,PG_binding_1
MGYG000000001_02370	COG2217@1|root,COG2217@2|Bacteria,1TP5S@1239|Firmicutes,247MW@186801|Clostridia,36DJE@31979|Clostridiaceae	186801|Clostridia	P	ATPase, P-type (transporting), HAD superfamily, subfamily IC	copA	-	3.6.3.4,3.6.3.54	ko:K01533,ko:K17686	ko01524,ko04016,map01524,map04016	-	R00086	RC00002	ko00000,ko00001,ko01000	3.A.3.5	-	-	E1-E2_ATPase,HMA,Hydrolase,YHS
MGYG000000001_00213	COG2905@1|root,COG2905@2|Bacteria,1UHXF@1239|Firmicutes,25E6D@186801|Clostridia,36UVC@31979|Clostridiaceae	186801|Clostridia	T	Domain in cystathionine beta-synthase and other proteins.	ccpN	-	-	-	-	-	-	-	-	-	-	-	CBS,HTH_11
MGYG000000001_01653	COG0316@1|root,COG0316@2|Bacteria,1VGGP@1239|Firmicutes,24HQ7@186801|Clostridia	186801|Clostridia	S	Belongs to the HesB IscA family	-	-	-	ko:K13628	-	-	-	-	ko00000,ko03016	-	-	-	Fe-S_biosyn
MGYG000000001_01712	COG2234@1|root,COG2234@2|Bacteria,1V65R@1239|Firmicutes,24BSP@186801|Clostridia,36GP6@31979|Clostridiaceae	186801|Clostridia	S	Peptidase family M28	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M28
MGYG000000001_02597	COG2893@1|root,COG2893@2|Bacteria,1VES9@1239|Firmicutes,24RTQ@186801|Clostridia	186801|Clostridia	G	IIA component	-	-	-	ko:K02744	ko00052,ko02060,map00052,map02060	M00277,M00287	R08366,R08367	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.6.1.4,4.A.6.1.5	-	-	EIIA-man
MGYG000000001_00483	COG1288@1|root,COG1288@2|Bacteria,1TQJ0@1239|Firmicutes,248UK@186801|Clostridia,36DHD@31979|Clostridiaceae	186801|Clostridia	S	C4-dicarboxylate anaerobic carrier	-	-	-	-	-	-	-	-	-	-	-	-	DcuC
MGYG000000001_00487	COG0609@1|root,COG0609@2|Bacteria,1TPX6@1239|Firmicutes,248IS@186801|Clostridia,36EB1@31979|Clostridiaceae	186801|Clostridia	P	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily	btuC	-	-	ko:K02015	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	FecCD
MGYG000000001_02851	COG0598@1|root,COG0598@2|Bacteria,1TPI8@1239|Firmicutes,24956@186801|Clostridia,36F99@31979|Clostridiaceae	186801|Clostridia	P	transporter	corA	-	-	ko:K03284	-	-	-	-	ko00000,ko02000	1.A.35.1,1.A.35.3	-	-	CorA
MGYG000000001_02722	COG2013@1|root,COG2013@2|Bacteria,1TPN2@1239|Firmicutes,2499B@186801|Clostridia,25SCA@186804|Peptostreptococcaceae	186801|Clostridia	S	Mitochondrial biogenesis AIM24	-	-	-	-	-	-	-	-	-	-	-	-	AIM24,zinc_ribbon_2
MGYG000000001_01027	COG4856@1|root,COG4856@2|Bacteria,1UZEV@1239|Firmicutes,24FPH@186801|Clostridia,25RAE@186804|Peptostreptococcaceae	186801|Clostridia	S	YbbR-like protein	-	-	-	-	-	-	-	-	-	-	-	-	YbbR
MGYG000000001_03183	COG4956@1|root,COG4956@2|Bacteria,1TP0P@1239|Firmicutes,248F4@186801|Clostridia,25QEQ@186804|Peptostreptococcaceae	186801|Clostridia	S	PIN domain protein	yacL	-	-	-	-	-	-	-	-	-	-	-	PIN,PIN_4,Rhomboid,TRAM
MGYG000000001_01466	COG0735@1|root,COG0735@2|Bacteria,1V7F0@1239|Firmicutes,24JQE@186801|Clostridia,25RF8@186804|Peptostreptococcaceae	186801|Clostridia	P	Belongs to the Fur family	fur	-	-	ko:K03711	-	-	-	-	ko00000,ko03000	-	-	-	FUR
MGYG000000001_00032	COG0218@1|root,COG0218@2|Bacteria,1TSPW@1239|Firmicutes,24836@186801|Clostridia,25QD6@186804|Peptostreptococcaceae	186801|Clostridia	D	Necessary for normal cell division and for the maintenance of normal septation	engB	-	-	ko:K03978	-	-	-	-	ko00000,ko03036	-	-	-	FERM_C,MMR_HSR1
MGYG000000001_00418	COG0252@1|root,COG0252@2|Bacteria,1TPP9@1239|Firmicutes,248F3@186801|Clostridia,36EB6@31979|Clostridiaceae	186801|Clostridia	EJ	L-asparaginase	ansA	-	3.5.1.1	ko:K01424	ko00250,ko00460,ko01100,ko01110,map00250,map00460,map01100,map01110	-	R00485	RC00010,RC02798	ko00000,ko00001,ko01000	-	-	-	Asparaginase
MGYG000000001_02564	COG0522@1|root,COG0522@2|Bacteria,1TR0J@1239|Firmicutes,248Y5@186801|Clostridia,25SHG@186804|Peptostreptococcaceae	186801|Clostridia	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit	rpsD	-	-	ko:K02986	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S4,S4
MGYG000000001_00136	COG2190@1|root,COG2190@2|Bacteria,1VAEB@1239|Firmicutes,24N5U@186801|Clostridia	186801|Clostridia	G	PTS system, glucose subfamily, IIA	-	-	-	ko:K02777	ko00010,ko00500,ko00520,ko02026,ko02060,ko05111,map00010,map00500,map00520,map02026,map02060,map05111	M00265,M00266,M00268,M00270,M00272,M00303,M00806	R02738,R02780,R04111,R04394,R05132,R08559	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.1	-	-	PTS_EIIA_1
MGYG000000001_02759	COG4512@1|root,COG4512@2|Bacteria,1VKH5@1239|Firmicutes,24QIQ@186801|Clostridia,25TSW@186804|Peptostreptococcaceae	186801|Clostridia	KOT	Accessory gene regulator B	-	-	-	ko:K07813	ko02020,ko02024,map02020,map02024	-	-	-	ko00000,ko00001,ko01002	-	-	-	AgrB
MGYG000000001_00905	COG0745@1|root,COG0745@2|Bacteria,1TT7R@1239|Firmicutes,24A1N@186801|Clostridia,36GRC@31979|Clostridiaceae	186801|Clostridia	KT	Transcriptional regulatory protein, C terminal	vncR	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
MGYG000000001_02802	COG0008@1|root,COG0008@2|Bacteria,1TP8G@1239|Firmicutes,247Y0@186801|Clostridia,36ENJ@31979|Clostridiaceae	186801|Clostridia	J	Glutaminyl-tRNA synthetase	glnS	-	6.1.1.18	ko:K01886	ko00970,ko01100,map00970,map01100	M00359,M00360	R03652	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_1c,tRNA-synt_1c_C
